movies,Title,genresgenregenre,YEAR,Rating
65216,Defiance,Drama|Thriller|War,2007,5
65230,Marley & Me,Comedy|Drama,2007,1
65259,Involuntary (De ofrivilliga),Drama,2008,6
65261,Ponyo (Gake no ue no Ponyo),Adventure|Animation|Children|Fantasy,2008,6
65418,Wendy and Lucy,Drama,2007,1
65465,Last Chance Harvey,Drama|Romance,2008,10
65514,Ip Man,Action|Drama|War,2007,4
65567,Passengers,Drama|Mystery|Thriller,2008,5
65577,"Tale of Despereaux, The",Adventure|Animation|Children|Comedy|Fantasy,2008,2
65685,Inkheart,Adventure|Fantasy,2007,1
65982,Outlander,Action|Adventure|Sci-Fi,2008,8
66090,Eden Lake,Horror|Thriller,2007,7
66130,Chocolate,Action|Drama,2008,2
66200,Two Lovers,Drama|Romance,2008,9
66371,Departures (Okuribito),Drama,2007,5
66744,"Divo, Il",Drama,2008,8
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",Action|Adventure|Comedy|Western,2008,1
66808,Far Cry,Action|Adventure|Drama,2008,5
66934,Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,2007,6
67252,Ong-Bak 2: The Beginning (Ong Bak 2),Action,2007,10
67267,Sunshine Cleaning,Comedy|Drama,2007,8
67295,Kung Fu Panda: Secrets of the Furious Five,Action|Animation|Children|Comedy,2008,6
67429,Sita Sings the Blues,Animation|Musical,2007,10
67508,"Baader Meinhof Komplex, Der",Action|Crime|Drama|Thriller,2007,3
67665,Anvil! The Story of Anvil,Documentary|Musical,2008,6
68444,"Great Buck Howard, The",Comedy,2007,4
68835,Were the World Mine,Adventure|Fantasy|Musical|Romance,2007,8
68838,Every Little Step,Documentary,2007,1
68848,"Brothers Bloom, The",Adventure|Comedy|Crime|Romance,2008,2
68967,"Summer Hours (Heure d'été, L')",Drama,2007,8
69280,"Clique, The",Comedy,2007,9
69458,Tyson,Documentary,2007,1
69481,"Hurt Locker, The",Action|Drama|Thriller|War,2008,2
69805,"Librarian, The: The Curse of the Judas Chalice",Action|Adventure|Fantasy,2008,8
69974,Shiver (Eskalofrío),Horror|Thriller,2008,5
70465,Jerusalema (Gangster's Paradise: Jerusalema),Action|Crime|Drama,2008,8
70545,"Deal, The",Comedy,2008,4
70597,Gigantic,Comedy|Romance,2008,9
70846,Lorna's Silence (Le silence de Lorna),Drama,2008,4
70862,It Might Get Loud,Documentary,2008,6
71282,"Food, Inc.",Documentary,2007,8
71390,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",Documentary,2008,5
71438,Still Walking (Aruitemo aruitemo),Drama,2007,3
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),Documentary,2007,10
71700,Deadgirl,Horror,2007,8
71732,I Sell the Dead,Comedy|Horror,2007,7
72630,Sleep Dealer,Sci-Fi,2007,2
73211,Pontypool,Horror|Thriller,2008,7
73664,Dragon Hunters (Chasseurs de dragons),Adventure|Animation|Children,2008,8
73808,"Chaser, The (Chugyeogja)",Crime|Drama|Thriller,2008,2
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",Comedy|Drama,2008,10
74486,$9.99 ,Animation,2008,4
74649,Shades of Ray,Comedy|Drama|Romance,2007,9
75983,North Face (Nordwand),Adventure|Drama,2008,3
77810,Diary of a Nymphomaniac (Diario de una Ninfómana),Drama,2008,3
78729,24: Redemption,Action|Adventure|Crime|Drama|Thriller,2007,1
78829,"Betrayal, The (Nerakhoon)",Documentary,2008,7
79008,South Park: Imaginationland,Animation|Comedy|Fantasy,2007,7
79136,Thirst,Drama,2008,7
79299,"No. 1 Ladies' Detective Agency, The",Comedy|Crime|Mystery,2008,5
80584,"Patrik Age 1.5 (Patrik 1,5)",Comedy|Drama|Romance,2007,3
80844,Lake Mungo,Drama|Mystery|Thriller,2007,6
82035,Cocaine Cowboys II: Hustlin' With the Godmother,Crime|Documentary,2007,1
85736,BURN-E,Adventure|Animation|Children|Sci-Fi,2008,4
86347,Louis C.K.: Chewed Up,Comedy,2007,9
86721,Idiots and Angels,Animation|Drama|Fantasy,2008,4
91610,Toronto Stories,Drama,2007,4
94480,The Scorpion King: Rise of a Warrior,Action|Adventure|Fantasy,2007,5
95311,Presto,Animation|Children|Comedy|Fantasy,2008,2
107057,Dead Set,Comedy|Drama|Horror,2008,6
108709,Generation Kill,Drama|War,2008,3
117121,Dorothy Mills,Drama|Horror|Mystery|Thriller,2008,8
129514,George Carlin: It's Bad for Ya!,Comedy,2007,3
130351,The Wrecking Crew,Documentary,2007,7
136449,Ghost in the Shell 2.0,Action|Animation|Sci-Fi,2008,7
140757,3-Day Weekend,Drama,2007,2
149572,A.R.O.G.,Comedy|Fantasy,2007,5
60684,Watchmen,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,2008,9
63072,"Road, The",Adventure|Drama|Thriller,2008,8
65585,Bride Wars,Comedy|Romance,2009,1
65601,My Bloody Valentine 3-D,Horror|Thriller,2009,4
65682,Underworld: Rise of the Lycans,Action|Fantasy|Horror|Thriller,2008,3
65802,Paul Blart: Mall Cop,Action|Comedy|Crime,2008,8
66066,"Grudge 3, The",Horror,2009,7
66097,Coraline,Animation|Fantasy|Thriller,2008,7
66171,Push,Sci-Fi|Thriller,2008,1
66198,"International, The",Drama|Thriller,2008,10
66203,He's Just Not That Into You,Comedy|Drama|Romance,2008,3
66297,Futurama: Into the Wild Green Yonder,Action|Animation|Comedy|Sci-Fi,2009,4
66335,Afro Samurai: Resurrection,Animation,2008,5
66509,Funny People,Comedy|Drama,2009,7
66596,Mystery Team,Comedy|Crime|Mystery,2008,3
66659,Tyler Perry's Madea Goes to Jail,Comedy|Crime|Drama,2009,7
66665,Away We Go,Comedy|Drama|Romance,2009,7
66798,"Pink Panther 2, The",Adventure|Comedy|Mystery,2008,7
67087,"I Love You, Man",Comedy,2008,5
67193,Duplicity,Crime|Romance|Thriller,2009,9
67197,Knowing,Action|Drama|Mystery|Sci-Fi|Thriller,2008,7
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",Crime|Drama|Mystery|Thriller,2009,5
67361,Echelon Conspiracy,Action|Mystery|Thriller,2009,7
67408,Monsters vs. Aliens,Animation|Sci-Fi|IMAX,2008,8
67695,Observe and Report,Action|Comedy,2009,10
67734,Adventureland,Comedy|Drama,2008,4
67788,Confessions of a Shopaholic,Comedy|Romance,2009,6
67799,The Butterfly Effect 3: Revelations,Drama|Fantasy|Sci-Fi|Thriller,2008,2
67867,Dragonball Evolution,Action|Adventure|Fantasy|Sci-Fi,2008,2
67923,"Fast & Furious (Fast and the Furious 4, The)",Action|Crime|Drama|Thriller,2008,5
67997,In the Loop,Comedy,2008,10
68073,Pirate Radio,Comedy|Drama,2008,7
68135,17 Again,Comedy|Drama,2008,4
68157,Inglourious Basterds,Action|Drama|War,2009,6
68159,State of Play,Crime|Drama|Thriller,2009,3
68194,"Damned United, The",Drama,2008,4
68205,Crank: High Voltage,Action|Comedy|Crime,2008,1
68237,Moon,Drama|Mystery|Sci-Fi|Thriller,2008,8
68269,"Young Victoria, The",Drama|Romance,2008,10
68319,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2008,10
68324,"Girlfriend Experience, The",Drama,2008,10
68347,Sin Nombre,Crime|Drama|Thriller,2008,7
68358,Star Trek,Action|Adventure|Sci-Fi|IMAX,2008,7
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action|Drama|War,2009,5
68554,Angels & Demons,Crime|Drama|Mystery|Thriller,2008,6
68659,Fanboys,Adventure|Comedy|Drama,2009,3
68791,Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,2008,8
68793,Night at the Museum: Battle of the Smithsonian,Action|Comedy|IMAX,2009,6
68932,"Soloist, The",Drama|Musical,2008,5
68952,Drag Me to Hell,Comedy|Horror,2009,3
68954,Up,Adventure|Animation|Children|Drama,2009,4
68965,Dance Flick,Comedy|Musical,2009,5
69069,Fired Up,Comedy,2009,10
69118,In the Electric Mist,Drama|Mystery,2008,4
69122,"Hangover, The",Comedy|Crime,2008,1
69134,Antichrist,Drama|Fantasy,2009,7
69253,New in Town,Comedy|Romance,2008,4
69275,Dead Snow (Død snø),Action|Adventure|Comedy|Horror,2008,10
69278,Land of the Lost,Action|Adventure|Comedy|Sci-Fi,2008,5
69306,"Taking of Pelham 1 2 3, The",Crime|Drama|Thriller,2008,5
69406,"Proposal, The",Comedy|Romance,2009,1
69436,Year One,Adventure|Comedy,2008,3
69516,"Limits of Control, The",Crime|Drama|Film-Noir,2008,10
69526,Transformers: Revenge of the Fallen,Action|Adventure|Sci-Fi|IMAX,2008,3
69529,Home,Documentary,2009,9
69604,Whatever Works,Comedy|Romance,2008,2
69606,Ghosts of Girlfriends Past,Comedy|Fantasy|Romance,2009,5
69640,Public Enemies,Crime|Drama|Thriller,2008,2
69644,Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Children|Comedy|Romance,2008,5
69654,Prison Break: The Final Break,Action|Drama|Thriller,2008,1
69712,My Sister's Keeper,Drama,2008,10
69746,Watchmen: Tales of the Black Freighter,Action|Adventure|Animation|Horror,2009,9
69757,(500) Days of Summer,Comedy|Drama|Romance,2009,6
69784,Brüno (Bruno),Comedy,2009,1
69844,Harry Potter and the Half-Blood Prince,Adventure|Fantasy|Mystery|Romance|IMAX,2008,10
69951,"Imaginarium of Doctor Parnassus, The",Drama|Fantasy,2008,7
70159,Orphan,Drama|Horror|Mystery|Thriller,2009,1
70183,"Ugly Truth, The",Comedy|Drama|Romance,2009,10
70282,Aliens in the Attic,Adventure|Children|Fantasy|Sci-Fi,2008,6
70286,District 9,Mystery|Sci-Fi|Thriller,2008,3
70293,Julie & Julia,Comedy|Drama|Romance,2009,3
70305,Race to Witch Mountain,Adventure|Children|Fantasy|Sci-Fi|Thriller,2008,6
70336,G.I. Joe: The Rise of Cobra,Action|Adventure|Sci-Fi|Thriller,2008,1
70344,Cold Souls,Comedy|Drama,2009,9
70565,"Goods: Live Hard, Sell Hard, The",Comedy,2008,4
70567,Adam,Drama|Romance,2009,9
70599,"Time Traveler's Wife, The",Drama|Romance|Sci-Fi,2008,2
70663,"I Love You, Beth Cooper",Comedy|Romance,2008,10
70697,G-Force,Action|Adventure|Children|Fantasy,2009,3
70728,Bronson,Action|Comedy|Drama|Thriller,2008,3
70898,Post Grad,Comedy,2008,10
70984,Taking Woodstock,Comedy,2009,7
70994,Halloween II,Horror|Thriller,2009,10
71033,"Secret in Their Eyes, The (El secreto de sus ojos)",Crime|Drama|Mystery|Romance|Thriller,2009,1
71057,9,Adventure|Animation|Sci-Fi,2009,1
71106,Frequently Asked Questions About Time Travel,Comedy|Sci-Fi,2008,3
71108,"White Ribbon, The (Das weiße Band)",Drama|Mystery,2009,3
71135,Pandorum,Horror|Sci-Fi|Thriller,2008,8
71156,"Men Who Stare at Goats, The",Action|Comedy|Drama,2009,5
71205,Jennifer's Body,Comedy|Horror|Sci-Fi|Thriller,2009,10
71211,"Informant!, The",Comedy|Crime|Drama|Thriller,2008,10
71248,Extract,Comedy,2008,10
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The)",Horror|Thriller,2009,10
71254,Gamer,Action|Sci-Fi|Thriller,2008,7
71264,Cloudy with a Chance of Meatballs,Animation|Children|Fantasy|IMAX,2009,4
71304,Thirst (Bakjwi),Drama|Horror,2008,7
71379,Paranormal Activity,Horror|Thriller,2009,6
71429,World's Greatest Dad,Comedy|Drama,2009,2
71460,Wanted,Action|Romance,2009,1
71462,"Cove, The",Documentary,2008,8
71464,"Serious Man, A",Comedy|Drama,2009,1
71466,City Island,Comedy|Drama,2008,3
71468,Ink,Action|Fantasy|Sci-Fi,2009,5
71490,Grace,Drama|Horror|Thriller,2008,3
71494,"Haunted World of El Superbeasto, The",Action|Animation|Comedy|Horror|Thriller,2008,6
71518,Whip It,Comedy|Drama,2009,3
71520,"Invention of Lying, The",Comedy,2009,8
71530,Surrogates,Action|Sci-Fi|Thriller,2008,7
71533,Next Day Air,Action|Comedy|Crime,2009,1
71535,Zombieland,Action|Comedy|Horror,2008,3
71573,Whiteout,Action|Crime|Drama|Mystery|Thriller,2008,3
71579,"Education, An",Drama|Romance,2008,4
71668,Couples Retreat,Comedy|Romance,2009,8
71745,Where the Wild Things Are,Adventure|Children|Drama|Fantasy|IMAX,2009,8
71823,"New York, I Love You",Drama|Romance,2009,9
71838,Law Abiding Citizen,Drama|Thriller,2009,6
71876,Amelia,Drama,2008,7
71899,Mary and Max,Animation|Comedy|Drama,2008,9
72011,Up in the Air,Drama|Romance,2009,10
72043,Monsters vs Aliens: Mutant Pumpkins from Outer Space,Animation|Comedy|Sci-Fi,2009,7
72109,Vampire Girl vs. Frankenstein Girl (Kyûketsu Shôjo tai Shôjo Furanken),Action|Comedy|Horror|Romance,2009,3
72129,Saw VI,Crime|Horror|Mystery|Thriller,2008,7
72131,Michael Jackson's This Is It,Documentary|Musical|IMAX,2009,7
72165,Cirque du Freak: The Vampire's Assistant,Action|Adventure|Comedy|Fantasy|Horror|Thriller,2008,3
72169,Good Hair,Comedy|Documentary,2009,4
72171,Black Dynamite,Action|Comedy,2008,7
72176,Big Fan,Comedy|Crime|Drama,2008,9
72209,Astro Boy,Action|Animation|Children|Sci-Fi,2009,9
72224,Gentlemen Broncos,Comedy,2009,1
72226,Fantastic Mr. Fox,Adventure|Animation|Children|Comedy|Crime,2009,4
72294,"Christmas Carol, A",Animation|Children|Drama|Fantasy|IMAX,2009,5
72308,Battlestar Galactica: The Plan,Action|Adventure|Drama|Sci-Fi,2008,5
72356,Partly Cloudy,Animation|Children|Comedy|Fantasy,2008,2
72367,Grey Gardens,Drama,2009,9
72378,2012,Action|Drama|Sci-Fi|Thriller,2009,6
72380,"Box, The",Drama|Horror|Mystery|Sci-Fi|Thriller,2009,7
72386,Broken Embraces (Los abrazos rotos),Drama|Romance|Thriller,2009,3
72393,"Fourth Kind, The",Horror|Mystery|Sci-Fi|Thriller,2009,3
72395,Precious,Drama,2008,2
72405,Bad Lieutenant: Port of Call New Orleans,Crime|Drama,2008,10
72407,"Twilight Saga: New Moon, The",Drama|Fantasy|Horror|Romance|Thriller,2008,7
72479,"Messenger, The",Drama|Romance|War,2009,5
72489,Ninja Assassin,Action|Crime|Drama|Thriller,2008,5
72603,Merry Madagascar,Animation,2008,6
72605,Brothers,Drama|Thriller|War,2009,8
72641,"Blind Side, The",Drama,2008,6
72694,Shrink,Drama,2009,10
72696,Old Dogs,Comedy,2009,7
72701,Planet 51,Adventure|Animation|Children|Comedy|Sci-Fi,2008,9
72720,"Single Man, A",Drama,2008,4
72731,"Lovely Bones, The",Crime|Drama|Fantasy|Horror|Thriller,2008,7
72733,Invictus,Drama,2009,8
72737,"Princess and the Frog, The",Animation|Children|Fantasy|Musical|Romance,2009,10
72741,Everybody's Fine,Drama,2008,1
72762,Armored,Action|Drama|Thriller,2008,6
72919,Did You Hear About the Morgans?,Comedy|Crime|Drama|Romance,2008,5
72947,Make the Yuletide Gay,Comedy|Romance,2008,7
72998,Avatar,Action|Adventure|Sci-Fi|IMAX,2009,2
73015,It's Complicated,Comedy|Romance,2008,2
73017,Sherlock Holmes,Action|Crime|Mystery|Thriller,2008,2
73023,Crazy Heart,Drama|Romance,2009,3
73042,Alvin and the Chipmunks: The Squeakquel,Animation|Children|Comedy|Musical,2008,2
73101,Looking for Eric,Comedy|Drama|Fantasy,2009,8
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love),Comedy,2008,2
73168,Carriers,Drama|Horror|Thriller,2008,10
73266,Youth in Revolt,Comedy|Drama|Romance,2008,1
73276,"Age of Stupid, The",Documentary,2009,2
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),Drama,2009,1
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)",Action|Crime|Mystery,2008,6
73344,"Prophet, A (Un Prophète)",Crime|Drama,2008,8
73386,Staten Island,Crime|Drama,2008,1
73392,Collapse,Documentary,2009,5
73488,Blood: The Last Vampire,Action|Horror|Thriller,2009,8
73572,"My Son, My Son, What Have Ye Done",Drama|Horror,2009,2
73587,Soul Kitchen,Comedy,2008,9
73741,Ninja,Action|Crime|Drama|Thriller,2009,8
73860,Nowhere Boy,Drama,2009,7
73881,3 Idiots,Comedy|Drama|Romance,2009,7
74228,Triangle,Drama|Horror|Mystery|Thriller,2009,5
74275,I Love You Phillip Morris,Comedy|Drama|Romance,2008,10
74370,"House of the Devil, The",Horror|Thriller,2009,9
74416,Fish Tank,Drama,2009,10
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden)",Action|Crime|Drama|Mystery|Thriller,2009,1
74624,Agora,Adventure|Drama|Romance,2009,2
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum),Action|Sci-Fi,2009,7
74677,"Yes Men Fix the World, The",Documentary,2009,2
74868,Dorian Gray,Drama|Horror|Sci-Fi,2009,8
74948,Harry Brown,Crime|Drama|Thriller,2009,4
75440,Will Ferrell: You're Welcome America - A Final Night with George W Bush,Comedy,2009,3
75813,Leaves of Grass,Comedy|Crime|Drama|Thriller,2009,7
75816,Women in Trouble,Comedy,2008,3
76030,Case 39,Horror|Thriller,2009,9
76054,Oceans (Océans),Documentary|Drama,2009,1
76060,"Slammin' Salmon, The",Comedy,2008,10
76091,Mother (Madeo),Crime|Drama|Mystery|Thriller,2009,9
76111,About Elly (Darbareye Elly),Drama|Mystery,2008,5
76173,Micmacs (Micmacs à tire-larigot),Comedy|Crime,2008,5
76210,Defendor,Comedy|Crime|Drama,2009,5
76272,Five Minutes of Heaven,Crime|Drama|Thriller,2009,4
77201,Valhalla Rising,Action|Drama|War,2009,7
77307,Dogtooth (Kynodontas),Drama,2008,1
77359,Red Riding: 1983,Crime|Drama|Mystery,2009,2
77427,"Human Centipede, The (First Sequence)",Horror,2009,9
77907,"Red Chapel, The (Røde kapel, Det)",Comedy|Documentary,2009,10
78266,Splice,Horror|Sci-Fi|Thriller,2009,8
78349,Exam,Mystery|Thriller,2009,1
78653,Everyone Else (Alle Anderen),Drama|Romance,2009,9
78703,TiMER,Comedy|Drama|Fantasy|Romance,2008,2
78836,Enter the Void,Drama,2009,9
79259,Cherrybomb,Drama|Thriller,2008,4
79318,Winnebago Man,Comedy|Documentary,2009,3
79357,Mr. Nobody,Drama|Fantasy|Romance|Sci-Fi,2008,3
79590,"Rebound, The",Comedy|Romance,2009,8
79686,All Tomorrow's Parties,Documentary|Musical,2009,10
79868,Heartless,Fantasy|Horror|Mystery|Thriller,2009,2
79946,"Joneses, The",Comedy|Drama,2008,9
80727,Middle Men,Comedy|Crime|Drama,2009,9
81898,"Agony and the Ecstasy of Phil Spector, The",Documentary,2009,3
81910,"Art of the Steal, The",Documentary,2008,1
82041,"Loved Ones, The",Horror,2008,5
82150,Bunny and the Bull,Adventure|Comedy|Drama,2008,7
82934,"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The",Documentary,2009,2
84154,Transcendent Man,Documentary,2009,7
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),Action|Animation|Drama|Sci-Fi,2009,3
84236,"White Stripes Under Great White Northern Lights, The",Documentary,2008,4
84847,Emma,Comedy|Drama|Romance,2009,3
85016,Cropsey,Documentary|Horror,2009,5
85179,Summer Wars (Samâ wôzu),Adventure|Animation|Comedy|Sci-Fi,2008,5
85572,"New Daughter, The",Horror|Thriller,2009,2
86290,American: The Bill Hicks Story,Comedy|Documentary,2008,1
91947,"Revenant, The",Comedy|Horror,2008,8
92498,Dylan Moran Live: What It Is,Comedy,2008,8
92954,Prayers for Bobby,Drama,2009,5
97593,Tony,Drama|Horror|Thriller,2008,9
98607,Redline,Action|Animation|Sci-Fi,2008,9
104590,Tidal Wave,Drama,2008,2
106471,One Piece Film: Strong World,Action|Adventure|Animation|Comedy|Fantasy,2009,3
108551,"String, The (Le fil)",Drama,2009,8
108795,Wonder Woman,Action|Adventure|Animation|Fantasy,2009,6
110058,Broderskab (Brotherhood),Drama,2009,8
120805,Robin Williams: Weapons of Self Destruction,Comedy,2009,8
140759,The Big Gay Musical,Comedy|Drama|Romance,2009,1
140763,Boy Crazy,(no genres listed),2009,5
146443,Plan B,Comedy|Drama|Romance,2009,8
153584,The Last Days of Emma Blank,Comedy,2008,3
73268,Daybreakers,Action|Drama|Horror|Thriller,2009,1
73319,Leap Year,Comedy|Romance,2009,10
73321,"Book of Eli, The",Action|Adventure|Drama,2010,3
73929,Legion,Action|Fantasy|Horror|Thriller,2009,2
74115,Dante's Inferno Animated,Action|Animation|Fantasy,2009,5
74154,When in Rome,Comedy|Romance,2009,6
74156,Edge of Darkness,Drama|Thriller,2009,5
74324,Temple Grandin,Drama,2010,7
74450,Valentine's Day,Comedy|Romance,2010,7
74452,"Wolfman, The",Horror|Thriller,2009,9
74458,Shutter Island,Drama|Mystery|Thriller,2009,5
74530,Percy Jackson & the Olympians: The Lightning Thief,Adventure|Fantasy,2010,6
74532,Cop Out,Action|Comedy|Crime,2010,10
74545,"Ghost Writer, The",Drama|Mystery|Thriller,2009,2
74580,"Spy Next Door, The",Action|Children|Comedy,2010,1
74685,"Crazies, The",Action|Drama|Horror|Sci-Fi|Thriller,2009,8
74688,Dear John,Drama|Romance|War,2010,5
74698,Tooth Fairy,Comedy|Fantasy,2010,8
74787,My Name is Khan,Drama|Romance,2009,2
74789,Alice in Wonderland,Adventure|Fantasy|IMAX,2009,3
74795,Green Zone,Action|Drama|Thriller|War,2009,2
74851,From Paris with Love,Action|Crime,2009,5
74916,Greenberg,Comedy|Drama,2010,1
74944,Brooklyn's Finest,Crime|Drama|Thriller,2009,9
74946,She's Out of My League,Comedy,2010,6
75341,Remember Me,Drama|Romance,2009,8
75803,Our Family Wedding,Comedy,2010,7
75805,"Bounty Hunter, The",Action|Comedy|Romance,2010,1
75985,Repo Men,Action|Sci-Fi|Thriller,2009,10
76077,Hot Tub Time Machine,Comedy|Sci-Fi,2010,7
76093,How to Train Your Dragon,Adventure|Animation|Children|Fantasy|IMAX,2010,6
76175,Clash of the Titans,Action|Adventure|Drama|Fantasy,2009,9
76251,Kick-Ass,Action|Comedy,2009,8
76293,Date Night,Action|Comedy|Romance,2010,6
76738,Steam of Life (Miesten vuoro),Documentary,2009,6
76763,"Runaways, The",Drama|Musical,2010,5
77191,Death at a Funeral,Comedy,2009,7
77206,Diary of a Wimpy Kid,Children|Comedy,2010,5
77364,"Losers, The",Action|Adventure|Drama|Mystery|Thriller,2010,5
77414,"Last Song, The",Drama|Romance,2010,8
77421,Cyrus,Comedy|Drama|Romance,2009,10
77455,Exit Through the Gift Shop,Comedy|Documentary,2009,9
77561,Iron Man 2,Action|Adventure|Sci-Fi|Thriller|IMAX,2010,9
77798,"Nightmare on Elm Street, A",Fantasy|Horror|Thriller,2010,5
77800,Four Lions,Comedy|Drama,2009,9
77837,You Don't Know Jack,Drama,2009,4
77866,Robin Hood,Action|Adventure|Drama|Romance|War,2009,2
78034,Cemetery Junction,Comedy|Drama|Romance,2009,7
78039,Blue Valentine,Drama|Romance,2010,5
78041,Killers,Action|Comedy,2009,1
78088,Buried,Mystery|Thriller,2010,1
78105,Prince of Persia: The Sands of Time,Action|Adventure|Fantasy|Romance|IMAX,2009,9
78116,Please Give,Comedy|Drama,2010,8
78174,Sex and the City 2,Comedy|Drama|Romance,2009,8
78209,Get Him to the Greek,Comedy,2010,9
78218,Unthinkable,Drama|Thriller,2010,7
